Taxon	ADHD1	ADHD2	ADHD3	ADHD4	ADHD5	ADHD6	ADHD7	ADHD8	ADHD9	ADHD10	ADHD11	ADHD12	ADHD13	ADHD14	ADHD15	ADHD16	ADHD17	ADHD18	ADHD19	ADHD20	ADHD21	ADHD23	ADHD24	ADHD25	ADHD26	ADHD27	ADHD28	ADHD29	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Control9	Control10	Control11	Control12	Control13	Control14	Control15	Control16	Control17	Control18	Control19	Control20	Control22	Control24	Control25	Control26	Control27	Control28	Control29	Control30	Control31	Control32
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.000272942954922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.13498495022	0.00145195353749	0.0416275619872	0.00910264890233	0.0	0.0424586429665	0.0993722312037	0.0125880538535	0.0320423050394	0.0	0.166027683728	0.0151045945775	0.0	0.00440007395082	0.0220316991884	0.00313052946781	0.058453419931	0.010621582553	0.0202681371414	0.00138639442922	0.00265283403207	0.0	0.225923106205	0.0142563911177	0.0772654278504	0.0	0.0163011397176	0.0105001693576	0.00387516434849	0.00298421680888	0.133296688196	0.0503193060554	0.0286513663041	0.017075484483	0.0252442996743	0.0495326126691	0.0351728512528	0.000527327998015	0.0152147569678	0.00822733423545	0.0422008547009	0.0127513762499	0.014490870102	0.00885229316547	0.0156991515268	0.0600380791199	0.0916807794434	0.0377314707384	0.0236003589091	0.00499290000458	0.0211876509231	0.0813717711364	0.0393269867128	0.0112775941133	0.0433570488659	0.00372130724734	0.0757045189261	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	0.0184386116315	0.00791974656811	0.0121098362145	0.00330719077766	0.00555630844288	0.0268867396094	0.0254676772555	0.000500187570339	0.00723198796062	0.002084444229	0.00495419239195	0.00281236175188	0.00153765621933	0.0171565908671	0.0309105248429	0.00536273308834	0.0061903795413	0.00307963044435	0.04901816345	0.0	0.00352921670338	0.00198765994451	0.0405405405405	0.00582198171301	0.0190869465474	0.000353249899071	0.00594832674931	0.000790335327989	0.0046709570272	0.0105442327247	0.0934909074252	0.00172654088574	0.0559564128994	0.0145683696978	0.018451054346	0.0110971852316	0.00621630193467	0.00638997456418	0.000740541268345	0.00893098782138	0.00191679235797	0.00426918323784	0.0195919163039	0.00688511690647	0.0138775705863	0.0346308440872	0.000961759601915	0.00125307467397	0.000438202950567	0.0101690256974	0.0149300236284	0.0294454729789	0.0185816830423	0.0317798869574	0.00472823783928	0.000773737150437	0.00879606469902	0.000317598951923
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0107228692919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000114198705748	0.0	0.0129387474191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000934758640525	0.00222128199704	0.0	0.0	0.0	0.0	0.0	0.0	0.000305452323983	0.0	0.0	0.0	0.00412706353177	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.0446020753962	0.0271031326998	0.191274863007	0.00384264071309	0.354858381895	0.0967549198999	0.0214155241555	0.312075361594	0.0848399974918	0.113093218285	0.147430790679	0.35732794034	0.0695544068573	0.00125716398595	0.067138168774	0.178086293725	0.522934848792	0.243290805103	0.0981415612569	0.609887512997	0.268907363983	0.117893080459	0.026722497145	0.233252472476	0.0412479926589	0.45054501413	0.0654770013168	0.0856949305634	0.0810670541831	0.193089880189	0.0118180568916	0.0561229796351	0.0068157435261	0.0490581379591	0.0847762729299	0.0638675648859	0.174088169997	0.427476890626	0.427426955702	0.38300405954	0.255153343389	0.322154814066	0.0372018974592	0.0571324190647	0.186951728105	0.0396022847472	0.111208680926	0.0850002320509	0.10904993427	0.0817644633778	0.127930828551	0.0658115137089	0.0620068217686	0.0590007465074	0.152842518456	0.419770826425	0.0224695681174	0.314859660963
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	0.00486223662885	0.00180394227385	0.0165904756138	0.00144886453117	0.0510231738718	0.00866350498525	0.00174263578912	0.028802467592	0.00455657044918	0.00315090406709	0.00271360286795	0.0122922328256	0.0106327291762	0.00199667221298	0.0057241712672	0.00397441132435	0.0238989242947	0.00232543523349	0.00635615515754	0.050981504238	0.0156090859566	0.00575593192265	0.0027788351732	0.00171673819742	0.00261527873365	0.0292692773516	0.00672024701448	0.00169357570283	0.00463635734551	0.0111631813962	0.00343548165453	0.0	0.00185118959968	0.00199891584226	0.0042216698097	0.00425609692412	0.00504281636537	0.0243191264967	0.0129258112293	0.031447902571	0.00999245852187	0.0400516795866	0.00100721294431	0.00562050359712	0.00814917789176	0.00471757986038	0.0016517175772	0.00313268668492	0.0	0.0149328935917	0.0140991353569	0.023009785771	0.00185816830423	0.00634531299989	0.0031447242233	0.0154747430087	0.0034392196098	0.028901504625
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.0	0.0	0.00326965577791	0.534284544395	0.00101639788589	0.0	0.0514812404208	0.0	0.0	0.0	0.0	0.0106806547431	0.506543217955	0.13954520244	0.0	0.0	0.0	0.0	0.000420937427651	0.00497841635945	0.0	0.000207047910887	0.000875523410735	0.000186601977981	0.0103234686855	0.0	0.0220678381692	0.0	0.552141720296	0.0	0.000366451376483	0.0	0.0330900140943	0.0	0.0	0.00336832210559	0.0	0.0	0.0	0.0	0.0	0.0	0.136071219702	0.0	0.000167777191889	0.00228474719695	0.0	0.0	0.246916929241	0.251614676378	0.0	0.0	0.0250216362063	0.257518396076	0.0	0.00029475700969	0.209104552276	0.000238199213943
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.0105453703509	0.00615980288631	0.0251884593261	0.00286623200731	0.00589510773818	0.00545203330968	0.00554284154612	0.128589887875	0.00675124887653	0.0135973629357	0.0270115514838	0.0414902357328	0.00494012955572	0.000702532815678	0.0120334800417	0.00832993058391	0.0618023137812	0.0	0.0177004188327	0.0	0.0974916506786	0.00670835231273	0.00723258469737	0.0251539466318	0.000825877494838	0.00504642712959	0.0339190845934	0.000188175078093	0.00134938758563	0.00809054334851	0.0028858045898	0.0	0.00856175189852	0.00843610245291	0.00051431510372	0.00785941824638	0.00526482714875	0.0180532291085	0.0148108253669	0.0421109607578	0.00361362493715	0.0162341309965	0.0111443238677	0.0112129046763	0.0161785149322	0.00725618785699	0.000543603253256	0.0120898500951	0.0	0.0259722413082	0.0481395892296	0.0127832143172	0.00285088835718	0.0	0.00528581305618	0.0131903761836	0.00143821910955	0.020802731351
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7	0.0	0.0	0.000181647543217	0.00639390217015	0.0	0.0	0.0041781267715	0.0	0.0	0.0	0.0	0.00129558238008	0.0	0.0063227953411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00330350997935	0.0	0.0	0.0	0.0	0.000154737167868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00174235611511	0.000934758640525	0.00539454199281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	0.00214696162832	0.00228792678634	0.00323938118737	0.000125988220101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00188261632788	0.000462773921328	0.0	0.0	0.00065245301286	0.0	0.00679788720718	0.000828191643546	0.00414921964218	0.0	0.0	0.00514735567218	0.00140761930709	0.0	0.000726593315341	0.0	0.00164903119417	0.0	0.0	0.000304919365768	0.0	0.0	0.0	0.00390843104411	0.0	0.0	0.0	0.0	0.0	0.0033160971223	0.0022290398351	0.00262322826317	0.0	0.0	0.0	0.000641289908845	0.00553060005712	0.0	0.00167998778191	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	0.000926140310257	0.000527983104541	0.00302745905362	0.00107089987086	0.00453991055699	0.000373426939019	0.00193159629637	0.00621066233171	0.00148402065088	0.00096950894372	0.000348536148178	0.00590911963597	0.00179938493751	0.000221852468109	0.000890426641565	0.00111610181026	0.00756038157094	0.00804474891584	0.00174689032475	0.0	0.00914280300339	0.000662553314837	0.00118005329273	0.0	0.00169763707272	0.00428946306015	0.00267901739091	0.0	0.000311397135146	0.0019010566338	0.000595483486785	0.0	0.000105181227255	0.00101639788589	0.0	0.000313332288892	0.000888043133524	0.00210931199206	0.00531843274539	0.0	0.0	0.00185372430064	0.000649814802781	0.00348471223022	0.00330760749724	0.000486566532685	0.000376340713793	0.0	0.0	0.00430580367368	0.00394671928959	0.0	0.000585450287634	0.0	0.00107054441644	0.000147378504845	0.000646156411539	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	0.000378875581469	0.0026399155227	0.0	0.0208195533718	0.0479739802141	0.0	0.00195259190829	0.0	0.0	0.0	0.0	0.00695190545409	0.00268271936138	0.00990941024219	0.00536800061058	0.0	0.0	0.0	0.00848188916718	0.0	0.0	0.0	0.000913589645984	0.0	0.00908465244322	0.0	0.0	0.0	0.0	0.0	0.00109935412945	0.0	0.00555356879904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0253342321088	0.0	0.0	0.00627966061071	0.0	0.0	0.0	0.0	0.00549677064724	0.00345337937839	0.0	0.0	0.0	0.0	0.000110533878634	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__	0.0	0.0	0.0	0.0129767866704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00495263870095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__	0.0	0.0	0.0	0.0	0.000135519718119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000555106984255	0.0	0.0	0.0	0.0	0.0	0.00291223763859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000757780784844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae	0.0	0.0	0.0	0.0117169044694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0168977629876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000157544821502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000103799045049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000217135058006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae	0.0	0.00017599436818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126035857201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000186115764005	0.0	0.0	0.0	0.000112346927312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000157544821502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000183225688241	0.0	0.0	0.0	0.0	0.000156666144446	0.0	0.000279173646008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000146067650189	0.0	0.0	0.0	0.0	0.000159965873947	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other	0.0	0.00035198873636	0.0	0.0	0.0	0.000112028081706	0.0	0.0	0.0	0.0	0.000149372634933	0.0	0.0	0.0	0.000178085328313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000353249899071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000169399647649	0.000342876735813	0.0	0.0	0.000310192940009	0.0	0.0	0.0	0.0	0.000162453700695	0.0	0.0	0.0	0.0	0.0	0.0	0.000137419266181	0.000181756809389	0.0	0.0	0.0	0.000156121060731	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__	0.0	0.0	0.0	0.0	0.0	0.00018671346951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000190331176247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.000104978059586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000114198705748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	0.0	0.000131995776135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000363565853895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000157544821502	0.0	0.0	0.0	0.0	0.0	0.0	0.000181628297689	0.0	0.0	0.0	0.0	0.000104008487093	0.0	0.0	0.0	0.00250665831114	0.0	0.00037223152801	0.000269287733944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000166934457359	0.0	0.0	0.0	0.0	0.00383918097473	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0.000442021511714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000412041301081	0.0	0.00142198066106	0.0	0.0	0.0	0.0	0.0070022325959	0.0	0.0	0.00236317232253	0.0	0.0	0.0	0.00697891397649	0.0179857765543	0.0	0.0	0.0	0.0	0.000707369910252	0.000137419266181	0.0	0.00220880577235	0.0	0.0	0.0	0.0	0.00034121223401	0.0	0.0	0.0	0.0	0.000942231464033	0.0	0.000311586213508	0.0	0.0	0.000255255952105	0.00755378419548	0.0	0.000467374652715	0.00370272414705	0.0054981418317	0.000586541537805	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	0.0	0.0	0.0	0.0	0.0	0.000149370775608	0.0	0.0	0.0	0.0	0.000248954391555	0.00107438538836	0.0	0.0	0.0	0.0	0.0	0.0	0.000799781112538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000224820143885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.00389399903176	0.00118796198522	0.0	0.000377964660304	0.000677598590595	0.0104932969864	0.00522790736736	0.0	0.00171393934327	0.00249648553008	0.00216590320653	0.00104278581811	0.000163580448865	0.000332778702163	0.000305289134251	0.00846604056077	0.0	0.00025139840362	0.00837665481026	0.00831836657529	0.000568464435444	0.00645989481966	0.000190331176247	0.00742675872364	0.001972929571	0.00312878482035	0.000227035372111	0.00188175078093	0.0	0.00360316548035	0.00201548257066	0.000187215276767	0.000589014872626	0.00132131725166	0.00390022286988	0.00697164342786	0.00716777672058	0.0129040263044	0.0	0.000297699594046	0.000722724987431	0.000449387709246	0.00243680551043	0.00297886690647	0.0	0.00243283266342	0.00393066967739	0.00401447997401	0.0498090687144	0.00371032018689	0.0073741334095	0.00312968350525	0.00318179504149	0.0138370480964	0.00664629658541	0.000921115655282	0.000187593796898	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	0.00204171841125	0.00026399155227	0.000999061487693	0.000314970550254	0.0	0.0	0.0	0.0	0.000961478168175	0.00155121430995	0.000199163513244	0.0	0.0	0.0	0.000992189686315	0.000136109976861	0.0	0.0	0.00073664049839	0.0	0.0	0.0	0.000304529881995	0.000111961186789	0.000596467079605	0.0	0.000136221223267	0.000790335327989	0.00290637326137	0.0	0.000458064220604	0.0	0.00504869890822	0.000237159506708	0.00381450368592	0.000287221264818	0.000222010783381	0.000682424468019	0.000269287733944	0.0	0.0	0.00252780586451	0.0026642406914	0.00188286870504	0.0	0.00194626613074	0.000815404879885	0.00833062607324	0.00108507397283	0.0	0.000363513618778	0.0	0.00341088428448	0.00127972699158	0.00196266476348	0.0	0.000312656328164	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other	0.000315729651224	0.000615980288631	3.02745905362e-05	0.0	0.0	0.00018671346951	0.000755842029016	0.0	0.000167213594465	0.0	2.48954391555e-05	6.31991404917e-05	0.000588889615913	0.000147901645406	2.54407611876e-05	0.000408329930584	0.0	0.0	0.000589312398712	0.0	0.0	0.0	0.00102778835173	3.73203955962e-05	0.0	0.0	4.54070744222e-05	0.000225810093711	0.0	8.84212387816e-05	0.000732902752966	0.0	0.000357616172666	0.0	0.000192868163895	2.61110240744e-05	6.34316523945e-05	0.0	0.0	2.70635994587e-05	0.0	0.0	0.000389888881669	2.81025179856e-05	0.0	0.000211550666385	2.09078174329e-05	0.000487306817654	0.0	4.58064220604e-05	5.19305169683e-05	0.000132240148109	0.0	0.000533219579823	0.000178424069407	3.68446262113e-05	0.0	0.0
